;new_catwgory;new_original_name;new_name1;new_group_flat1;new_group_huge1;new_group_det1
88;050d9fb16c0481ba6df002fba54105e8;2aa4b3f9725256a6b457ab471814f9e0;050d9fb16c0481ba6df002fba54105e8;5f4b1057ffacdc216803c57404c3910a;a7e707ec6a774d4367ab79b63f29a0a0;050d9fb16c0481ba6df002fba54105e8
89;dfeff7b612496042562c8449b8ceaadb;d452f97faea0c996e95a031abc745cb4;d452f97faea0c996e95a031abc745cb4;c6fd71a5e98cc76c9ad63237293c89de;96e019f72a7d753f47b03987dc4d6a18;96e019f72a7d753f47b03987dc4d6a18
90;dfeff7b612496042562c8449b8ceaadb;c285219baf23d35dd7989bb6c970be71;c285219baf23d35dd7989bb6c970be71;c6fd71a5e98cc76c9ad63237293c89de;96e019f72a7d753f47b03987dc4d6a18;96e019f72a7d753f47b03987dc4d6a18
91;dfeff7b612496042562c8449b8ceaadb;bf464ded15de786ad78cb7a93b8971e2;bf464ded15de786ad78cb7a93b8971e2;c6fd71a5e98cc76c9ad63237293c89de;96e019f72a7d753f47b03987dc4d6a18;96e019f72a7d753f47b03987dc4d6a18
92;dfeff7b612496042562c8449b8ceaadb;827f6f09680083b76cf947cad013c8fa;827f6f09680083b76cf947cad013c8fa;c6fd71a5e98cc76c9ad63237293c89de;96e019f72a7d753f47b03987dc4d6a18;96e019f72a7d753f47b03987dc4d6a18
93;dfeff7b612496042562c8449b8ceaadb;53f74d57b7057710b04c6ed30c24a787;53f74d57b7057710b04c6ed30c24a787;2a4ad1d2025efbb7729e215dd99e09f8;5091c02ef920fb166cc359dbdfc789fc;53f74d57b7057710b04c6ed30c24a787
94;dfeff7b612496042562c8449b8ceaadb;e9e259240f2d52524e78302681151f94;e9e259240f2d52524e78302681151f94;2a4ad1d2025efbb7729e215dd99e09f8;5091c02ef920fb166cc359dbdfc789fc;e9e259240f2d52524e78302681151f94
95;7bf1b6d0c4fa43eb22c2742e3dc0259f;f48ab1f39a45440f2b229871b7a093d0;7bf1b6d0c4fa43eb22c2742e3dc0259f;2a4ad1d2025efbb7729e215dd99e09f8;5091c02ef920fb166cc359dbdfc789fc;7bf1b6d0c4fa43eb22c2742e3dc0259f
96;7bf1b6d0c4fa43eb22c2742e3dc0259f;a48dec7ca5193ab7eb6655ac5b64b5f7;7bf1b6d0c4fa43eb22c2742e3dc0259f;2a4ad1d2025efbb7729e215dd99e09f8;5091c02ef920fb166cc359dbdfc789fc;7bf1b6d0c4fa43eb22c2742e3dc0259f
97;dfeff7b612496042562c8449b8ceaadb;ddeee515bd6fbec87d4b90b797bbaf85;ddeee515bd6fbec87d4b90b797bbaf85;2a4ad1d2025efbb7729e215dd99e09f8;5091c02ef920fb166cc359dbdfc789fc;ddeee515bd6fbec87d4b90b797bbaf85
98;dfeff7b612496042562c8449b8ceaadb;4b39d766fe8e064b0ff688f40d6fd573;4b39d766fe8e064b0ff688f40d6fd573;2a4ad1d2025efbb7729e215dd99e09f8;5091c02ef920fb166cc359dbdfc789fc;4b39d766fe8e064b0ff688f40d6fd573
99;dfeff7b612496042562c8449b8ceaadb;6afdaeca9ad5b0c82df2a5bf8aaeac06;6afdaeca9ad5b0c82df2a5bf8aaeac06;2a4ad1d2025efbb7729e215dd99e09f8;5091c02ef920fb166cc359dbdfc789fc;6afdaeca9ad5b0c82df2a5bf8aaeac06
100;dfeff7b612496042562c8449b8ceaadb;f63da541dcafdd1fe99e83619bc75eb9;f63da541dcafdd1fe99e83619bc75eb9;2a4ad1d2025efbb7729e215dd99e09f8;5091c02ef920fb166cc359dbdfc789fc;f63da541dcafdd1fe99e83619bc75eb9
